,flight_number,departure_station_code,arrival_station_code,scheduled_departure_dtl,entree_product_id,entree_description,entree_code,planned_entree_count,consumed_entree_count
340,2123,EWX,PUX,2022-09-01,58019,Belgium waffle,WF,9,7
341,1454,SFX,ORX,2022-09-02,61360,Brioche cheeseburger,B,5,0
342,795,EWX,SAX,2022-09-03,58272,Horchata steel cut oatmeal,OM,1,0
343,1413,EWX,MIX,2022-09-06,60983,Zatar chicken,C,9,7
344,437,SFX,BWX,2022-09-08,60549,Vegetarian chili and polenta cake,V,1,0
345,1567,IAX,MEX,2022-09-10,58764,Mediterranean Falafel Bowl,V,1,2
346,1023,DEX,PIX,2022-09-13,61360,Brioche cheeseburger,B,3,3
347,2127,EWX,MBX,2022-09-13,58981,Scrambled eggs,O,14,0
348,557,SFX,DEX,2022-09-14,60983,Zatar chicken,C,5,5
349,2433,DEX,GRX,2022-09-14,61360,Brioche cheeseburger,B,5,5
350,1517,LIX,IAX,2022-09-14,58109,Chicken breast entree,C,10,0
351,2122,IAX,SNX,2022-09-19,60983,Zatar chicken,C,14,12
352,1537,IAX,EWX,2022-09-20,58272,Horchata steel cut oatmeal,OM,2,2
353,2347,SFX,DFX,2022-09-20,61530,Impossible Meatball Bowl,V,5,3
354,1689,IAX,IAX,2022-09-20,61524,Scrambled eggs,O,5,4
355,301,SFX,HNX,2022-09-01,53014,Thai chicken,C,12,0
356,2031,DEX,CUX,2022-09-02,58766,Gingerbread French Toast,FT,4,2
357,1955,SFX,DCX,2022-09-04,58563,Tomato and kale baked egg,E,3,0
358,728,PTX,EWX,2022-09-05,53154,Vegetarian entree,VG,1,0
359,1009,BOX,SFX,2022-09-05,58981,Scrambled eggs,O,10,0
360,1446,IAX,LAX,2022-09-07,61530,Impossible Meatball Bowl,V,4,0
361,2046,DEX,TPX,2022-09-10,58563,Tomato and kale baked egg,E,3,3
362,1746,SFX,IAX,2022-09-01,58764,Mediterranean Falafel Bowl,FB,2,2
363,2231,ORX,DFX,2022-09-03,61360,Brioche cheeseburger,B,3,0
364,615,IAX,SMX,2022-09-03,58764,Mediterranean Falafel Bowl,V,2,1
365,547,SAX,IAX,2022-09-01,58019,Belgium waffle,WF,10,6
366,1196,IAX,IAX,2022-09-03,58764,Mediterranean Falafel Bowl,V,2,0
367,2381,ORX,DEX,2022-09-07,60983,Zatar chicken,C,12,10
368,2359,IAX,SAX,2022-09-07,58272,Horchata steel cut oatmeal,OM,1,0
369,2243,ORX,LAX,2022-09-08,58981,Scrambled eggs,O,13,0
370,1772,SEX,ORX,2022-09-08,58019,Belgium waffle,WF,10,7
371,2134,EWX,DEX,2022-09-02,58981,Scrambled eggs,O,11,6
372,2341,ORX,MCX,2022-09-02,61360,Brioche cheeseburger,B,10,5
373,1602,PHX,EWX,2022-09-03,60983,Zatar chicken,C,11,3
374,2305,SAX,IAX,2022-09-05,58110,Vegetarian entree,V,12,4
375,2172,GRX,DEX,2022-09-08,60983,Zatar chicken,C,12,0
376,2231,ORX,DFX,2022-09-10,60983,Zatar chicken,C,8,0
377,670,EWX,AUX,2022-09-01,61524,Scrambled eggs,O,6,5
378,2667,DEX,SNX,2022-09-03,58272,Horchata steel cut oatmeal,OM,1,0
379,1525,IAX,EWX,2022-09-02,58019,Belgium waffle,WF,15,11
380,231,DCX,IAX,2022-09-07,58981,Scrambled eggs,O,8,6
381,2391,LAX,IAX,2022-09-11,60983,Zatar chicken,C,20,18
382,1276,SEX,IAX,2022-09-12,60987,Impossible Meatball Bowl,V,16,0
383,2452,SAX,SFX,2022-09-16,58019,Belgium waffle,WF,16,4
384,705,IAX,EWX,2022-09-18,60983,Zatar chicken,C,14,5
385,524,JFX,SFX,2022-09-20,61475,Grilled chicken,C,11,0
386,236,IAX,LGX,2022-09-02,58272,Horchata steel cut oatmeal,OM,1,0
387,470,IAX,ORX,2022-09-04,58981,Scrambled eggs,O,20,20
388,1143,SAX,IAX,2022-09-06,58019,Belgium waffle,WF,8,0
389,1042,SAX,ORX,2022-09-09,60987,Impossible Meatball Bowl,V,6,4
390,1729,SFX,CLX,2022-09-10,58764,Mediterranean Falafel Bowl,V,3,0
391,2341,ORX,MCX,2022-09-11,60987,Impossible Meatball Bowl,V,10,1
392,1291,IAX,SAX,2022-09-25,60983,Zatar chicken,C,12,0
393,618,DEX,ORX,2022-09-30,60987,Impossible Meatball Bowl,V,6,0
394,2452,SFX,EWX,2022-09-30,52192,ASIAN VEGETARIAN MEAL,AV,2,0
395,615,IAX,SMX,2022-09-30,61360,Brioche cheeseburger,B,2,0
396,1500,EWX,LAX,2022-09-18,61945,Monterey jack and red pepper egg white bites,E,93,19
397,2493,SEX,IAX,2022-09-18,60987,Impossible Meatball Bowl,V,16,6
398,504,IAX,ORX,2022-09-22,60987,Impossible Meatball Bowl,V,11,0
399,2341,ORX,MCX,2022-09-23,60987,Impossible Meatball Bowl,V,8,0
400,1194,IAX,IAX,2022-09-25,60987,Impossible Meatball Bowl,V,16,11
401,1615,JAX,ORX,2022-09-28,61529,Zatar chicken,C,7,6
402,1521,MCX,DEX,2022-09-07,60987,Impossible Meatball Bowl,V,8,0
403,2607,LAX,IAX,2022-09-07,61529,Zatar chicken,C,5,3
404,1778,EWX,IAX,2022-09-08,61360,Brioche cheeseburger,B,3,0
405,2236,SFX,MSX,2022-09-09,58574,Belgium waffle,WF,6,6
406,2239,SMX,ORX,2022-09-09,60987,Impossible Meatball Bowl,V,6,0
407,648,BOX,DEX,2022-09-14,58981,Scrambled eggs,O,20,10
408,1154,EWX,LAX,2022-09-14,56447,Kosher Meal,KS,3,1
409,2475,ORX,DEX,2022-09-16,58272,Horchata steel cut oatmeal,OM,3,3
410,1095,DEX,YYX,2022-09-22,61360,Brioche cheeseburger,B,4,0
411,1769,ORX,LAX,2022-09-24,60987,Impossible Meatball Bowl,V,6,6
412,1991,EWX,PDX,2022-09-26,58019,Belgium waffle,WF,18,8
413,1549,IAX,DEX,2022-09-13,60983,Zatar chicken,C,12,0
414,2151,IAX,YYX,2022-09-18,58981,Scrambled eggs,O,16,0
415,2189,DEX,FLX,2022-09-18,60983,Zatar chicken,C,13,0
416,2487,TPX,ORX,2022-09-23,58981,Scrambled eggs,O,8,8
417,2484,ORX,PDX,2022-09-24,58766,Gingerbread French Toast,FT,3,3
418,619,IAX,TPX,2022-09-30,58981,Scrambled eggs,O,18,0
419,4808,IAX,YYX,2022-09-01,57994,Classic selection cheese tray,O,5,5
420,2679,ORX,SFX,2022-09-02,58563,Tomato and kale baked egg,E,3,3
421,286,ORX,SNX,2022-09-13,58272,Horchata steel cut oatmeal,OM,2,1
422,1614,EWX,MCX,2022-09-13,60549,Vegetarian chili and polenta cake,V,1,0
423,516,JFX,LAX,2022-09-14,54076,Cacio e Pepe ravioli,P,5,0
424,2344,RSX,DEX,2022-09-14,60987,Impossible Meatball Bowl,V,12,0
425,292,IAX,SMX,2022-09-16,53130,ASIAN VEGETARIAN MEAL,AV,1,0
426,490,DEX,IAX,2022-09-22,60987,Impossible Meatball Bowl,V,12,2
427,423,DEX,BOX,2022-09-29,60987,Impossible Meatball Bowl,V,8,8
428,2336,LAX,EWX,2022-09-09,50950,Butternut squash ravioli,P,5,0
429,1463,SEX,DEX,2022-09-09,58981,Scrambled eggs,O,20,20
430,701,ORX,DEX,2022-09-12,60983,Zatar chicken,C,24,0
431,701,ORX,DEX,2022-09-12,60987,Impossible Meatball Bowl,V,16,0
432,1753,EWX,RSX,2022-09-13,60987,Impossible Meatball Bowl,V,6,0
433,2201,EWX,SAX,2022-09-14,60987,Impossible Meatball Bowl,V,4,0
434,2295,EWX,LAX,2022-09-26,61360,Brioche cheeseburger,B,6,2
435,480,CVX,DEX,2022-09-04,61530,Impossible Meatball Bowl,V,5,2
436,497,DEX,MSX,2022-09-06,60549,Vegetarian chili and polenta cake,V,2,0
437,1408,IAX,LAX,2022-09-08,58019,Belgium waffle,WF,9,3
438,207,BOX,IAX,2022-09-09,57548,Chicken breast stuffed with mozzarella and sun-dried tomatoes,C,5,0
439,1824,SFX,DEX,2022-09-09,60983,Zatar chicken,C,9,0
440,720,CHX,DEX,2022-09-10,61530,Impossible Meatball Bowl,V,5,0
441,1022,EWX,PTX,2022-09-11,60983,Zatar chicken,C,10,10
442,330,DEX,BNX,2022-09-25,61530,Impossible Meatball Bowl,V,3,0
443,2449,EWX,MIX,2022-09-11,60983,Zatar chicken,C,8,0
444,2188,SFX,BOX,2022-09-12,58019,Belgium waffle,WF,18,3
445,2045,EWX,DEX,2022-09-01,60549,Vegetarian chili and polenta cake,V,4,0
446,601,EWX,LAX,2022-09-03,56449,Kosher Meal,KS,1,1
447,1958,PHX,IAX,2022-09-06,61524,Scrambled eggs,O,6,6
448,2390,ORX,RSX,2022-09-07,60987,Impossible Meatball Bowl,V,5,0
449,330,DEX,BNX,2022-09-09,61530,Impossible Meatball Bowl,V,5,2
450,1589,FLX,ORX,2022-09-12,60987,Impossible Meatball Bowl,V,16,18
451,1870,SFX,IAX,2022-09-13,53106,ASIAN VEGETARIAN MEAL,AV,1,0
452,2368,PIX,SFX,2022-09-02,58981,Scrambled eggs,O,10,9
453,2299,IAX,MCX,2022-09-02,58981,Scrambled eggs,O,7,6
454,1468,DEX,EWX,2022-09-02,60987,Impossible Meatball Bowl,V,6,0
455,2001,EWX,IAX,2022-09-05,61360,Brioche cheeseburger,B,2,0
456,1758,PIX,DEX,2022-09-06,60983,Zatar chicken,C,12,0
457,2306,ORX,SEX,2022-09-08,60983,Zatar chicken,C,12,12
458,1889,ORX,LAX,2022-09-12,58019,Belgium waffle,WF,10,0
459,678,ORX,BOX,2022-09-13,61360,Brioche cheeseburger,B,3,0
460,2359,IAX,SAX,2022-09-13,58981,Scrambled eggs,O,8,4
461,1876,FLX,EWX,2022-09-15,61530,Impossible Meatball Bowl,V,5,0
462,2028,MSX,EWX,2022-09-15,61530,Impossible Meatball Bowl,V,5,2
463,718,IAX,DEX,2022-09-18,60983,Zatar chicken,C,17,0
464,1195,ORX,SEX,2022-09-21,58981,Scrambled eggs,O,12,12
465,1808,PBX,EWX,2022-09-23,60987,Impossible Meatball Bowl,V,12,10
466,6150,IAX,GSX,2022-09-25,60985,Zatar chicken,C,7,4
467,479,DEX,ORX,2022-09-28,61360,Brioche cheeseburger,B,4,0
468,2318,EWX,AUX,2022-09-29,58563,Tomato and kale baked eggwhite pastry with fire ro,E,6,3
469,538,DEX,YVX,2022-09-29,58574,Belgium waffle,WF,6,4
470,1174,SJX,EWX,2022-09-02,58109,Chicken breast entree,C,23,0
471,1449,DEX,LAX,2022-09-03,60983,Zatar chicken,C,13,0
472,488,SFX,IAX,2022-09-05,61360,Brioche cheeseburger,B,8,0
473,469,LAX,EWX,2022-09-06,60983,Zatar chicken,C,12,12
474,1475,EWX,MCX,2022-09-18,60987,Impossible Meatball Bowl,V,5,1
475,1282,DCX,IAX,2022-09-26,61529,Zatar chicken,C,7,7
476,695,SFX,KOX,2022-09-28,53014,Thai chicken,C,6,0
477,1739,IAX,LAX,2022-09-30,61360,Brioche cheeseburger,B,8,4
478,608,SJX,EWX,2022-09-03,58110,Vegetarian entree,V,6,6
479,797,IAX,LAX,2022-09-09,58563,Tomato and kale baked egg,E,3,0
480,1286,IAX,SAX,2022-09-13,60549,Vegetarian chili and polenta cake,V,4,2
481,1709,DEX,PVX,2022-09-20,58766,Gingerbread French Toast,FT,1,0
482,222,SFX,MCX,2022-09-04,61360,Brioche cheeseburger,B,2,0
483,1974,EWX,IAX,2022-09-05,58764,Mediterranean Falafel Bowl,V,2,0
484,521,SFX,JFX,2022-09-13,58488,Tapas,O2,8,8
485,1212,DEX,PIX,2022-09-14,60987,Impossible Meatball Bowl,V,7,0
486,2606,SAX,DEX,2022-09-17,61529,Zatar chicken,C,7,6
487,2415,DEX,SBX,2022-09-18,61360,Brioche cheeseburger,B,3,0
488,2665,ORX,SMX,2022-09-18,61529,Zatar chicken,C,7,0
489,1256,GEX,DEX,2022-09-04,61529,Zatar chicken,C,7,4
490,477,SFX,ORX,2022-09-04,60987,Impossible Meatball Bowl,V,10,4
491,2421,IAX,ORX,2022-09-07,60987,Impossible Meatball Bowl,V,9,7
492,1684,DEX,MCX,2022-09-12,61360,Brioche cheeseburger,B,1,0
493,2657,IAX,SNX,2022-09-15,60549,Vegetarian chili and polenta cake,V,1,0
494,2246,ORX,SAX,2022-09-17,60983,Zatar chicken,C,10,0
495,2200,IAX,DEX,2022-09-22,60983,Zatar chicken,C,10,0
496,2046,DEX,TPX,2022-09-24,58981,Scrambled eggs,O,8,6
497,2474,LAX,EWX,2022-09-24,58786,"ENT, BREAKFAST LIGHT REFRESHMENT, UPP",O,24,0
498,2221,ORX,MIX,2022-09-25,61360,Brioche cheeseburger,B,1,0
499,2220,LAX,OGX,2022-09-01,60458,Crispy Hawaiian garlic tofu,V,5,2
500,1282,OGX,LAX,2022-09-02,60458,Crispy Hawaiian garlic tofu,V,6,5
501,2266,IAX,PIX,2022-09-04,61360,Brioche cheeseburger,B,2,0
502,665,LAX,ORX,2022-09-08,58981,Scrambled eggs,O,10,0
503,2234,ORX,FCX,2022-09-04,58981,Scrambled eggs,O,10,0
504,1112,SFX,LIX,2022-09-05,58563,Tomato and kale baked egg,E,7,0
505,2146,ORX,PWX,2022-09-07,61529,Zatar chicken,C,6,0
506,1912,MSX,IAX,2022-09-09,61524,Scrambled eggs,O,6,6
507,760,RSX,EWX,2022-09-15,60987,Impossible Meatball Bowl,V,6,0
508,2385,LAX,IAX,2022-09-21,58272,Horchata steel cut oatmeal,OM,2,0
509,2676,IAX,LAX,2022-09-29,61360,Brioche cheeseburger,B,2,0
510,2377,LAX,DEX,2022-09-07,58019,Belgium waffle,WF,5,0
511,790,DEX,SNX,2022-09-11,61360,Brioche cheeseburger,B,5,0
512,1555,DEX,LGX,2022-09-12,60987,Impossible Meatball Bowl,V,6,0
513,4661,IAX,YYX,2022-09-15,60985,Zatar chicken,C,7,7
514,2497,IAX,MCX,2022-09-16,60987,Impossible Meatball Bowl,V,10,5
515,376,FAX,DEX,2022-09-20,61530,Impossible Meatball Bowl,V,5,3
516,2035,IAX,SFX,2022-09-24,61360,Brioche cheeseburger,B,2,0
517,2070,IAX,DSX,2022-09-02,58764,Mediterranean Falafel Bowl,V,2,0
518,2075,IAX,DEX,2022-09-06,60983,Zatar chicken,C,7,0
519,289,AUX,ORX,2022-09-07,61529,Zatar chicken,C,7,6
520,574,SFX,ABX,2022-09-14,58766,Gingerbread French Toast,FT,1,0
521,2333,SFX,MCX,2022-09-14,58981,Scrambled eggs,O,9,0
522,828,NRX,GUX,2022-09-16,53268,Penne pasta,P,14,0
523,512,MIX,IAX,2022-09-17,60987,Impossible Meatball Bowl,V,16,10
524,1641,SFX,ORX,2022-09-27,60987,Impossible Meatball Bowl,V,7,0
525,1647,SYX,DEX,2022-09-29,61529,Zatar chicken,C,7,7
526,1183,DEX,SMX,2022-09-11,58764,Mediterranean Falafel Bowl,V,1,1
527,2407,ORX,LAX,2022-09-18,60987,Impossible Meatball Bowl,V,7,7
528,1057,CUX,IAX,2022-09-25,58110,Vegetarian entree,V,16,6
529,1798,IAX,YVX,2022-09-27,58981,Scrambled eggs,O,9,9
530,1575,NAX,IAX,2022-09-02,61530,Impossible Meatball Bowl,V,5,2
531,2123,EWX,PUX,2022-09-04,58981,Scrambled eggs,O,10,0
532,1913,INX,IAX,2022-09-13,60987,Impossible Meatball Bowl,V,6,3
533,743,IAX,DFX,2022-09-14,61524,Scrambled eggs,O,8,8
534,2308,DEX,LIX,2022-09-17,58490,Teriyaki chicken,B,10,10
535,1722,SFX,KOX,2022-09-18,58049,Cinnamon French toast,FT,4,4
536,2627,SFX,IAX,2022-09-22,61360,Brioche cheeseburger,B,1,0
537,2067,ORX,SAX,2022-09-11,58981,Scrambled eggs,O,8,6
538,623,LAX,ORX,2022-09-11,58272,Horchata steel cut oatmeal,OM,1,1
539,2334,ORX,SFX,2022-09-11,58019,Belgium waffle,WF,14,13
540,1896,IAX,PHX,2022-09-14,58981,Scrambled eggs,O,16,4
541,1070,LAX,ORX,2022-09-18,60983,Zatar chicken,C,14,10
542,2084,UIX,IAX,2022-09-25,57040,Grilled beef tenderloin,B,7,3
543,2201,EWX,SAX,2022-09-26,60983,Zatar chicken,C,9,8
544,334,BOX,LAX,2022-09-03,53130,ASIAN VEGETARIAN MEAL,AV,1,1
545,1991,EWX,PDX,2022-09-06,58563,Tomato and kale baked egg,E,2,0
546,2190,SMX,IAX,2022-09-08,60987,Impossible Meatball Bowl,V,6,0
547,1410,EWX,JAX,2022-09-09,61360,Brioche cheeseburger,B,3,0
548,1020,CUX,IAX,2022-09-09,58109,Chicken breast entree,C,12,9
549,1112,SFX,LIX,2022-09-10,58272,Horchata steel cut oatmeal,OM,2,0
550,2453,EWX,STX,2022-09-10,58766,Gingerbread French Toast,FT,1,0
551,2200,IAX,DEX,2022-09-15,61360,Brioche cheeseburger,B,2,0
552,2364,DEX,EWX,2022-09-24,61360,Brioche cheeseburger,B,7,7
553,1859,IAX,AUX,2022-09-27,61529,Zatar chicken,C,7,3
554,1034,PTX,IAX,2022-09-25,58110,Vegetarian entree,V,8,7
555,795,EWX,SAX,2022-09-28,58019,Belgium waffle,WF,6,0
556,1023,DEX,PIX,2022-09-26,60987,Impossible Meatball Bowl,V,10,4
557,1023,DEX,PIX,2022-09-26,61360,Brioche cheeseburger,B,14,0
558,2332,EWX,MIX,2022-09-27,60987,Impossible Meatball Bowl,V,12,12
559,449,BOX,DEX,2022-09-28,60983,Zatar chicken,C,24,6
560,1051,ORX,ABX,2022-09-30,61524,Scrambled eggs,O,6,6
561,314,DEX,IAX,2022-09-15,60983,Zatar chicken,C,9,4
562,1757,YVX,LAX,2022-09-25,60983,Zatar chicken,C,12,6
563,1445,IAX,DCX,2022-09-27,60983,Zatar chicken,C,14,7
564,692,ORX,DEX,2022-09-28,58563,Tomato and kale baked egg,E,4,0
565,2017,SFX,ORX,2022-09-08,60987,Impossible Meatball Bowl,V,19,15
566,1957,EWX,SLX,2022-09-08,61530,Impossible Meatball Bowl,V,4,0
567,529,ORX,SFX,2022-09-12,60983,Zatar chicken,C,17,0
568,1212,DEX,PIX,2022-09-13,60983,Zatar chicken,C,12,12
569,1416,DEX,IAX,2022-09-20,58766,Gingerbread French Toast,FT,1,0
570,2308,DEX,LIX,2022-09-21,58480,Spaghetti squash noodles,S,6,6
571,488,SFX,IAX,2022-09-23,52133,Gluten-free Meal,GF,1,0
572,1181,SAX,DEX,2022-09-26,58019,Belgium waffle,WF,8,0
573,784,LAX,IAX,2022-09-28,60983,Zatar chicken,C,12,9
574,659,AUX,EWX,2022-09-22,60983,Zatar chicken,C,10,7
575,5402,BOX,ORX,2022-09-23,57994,Classic selection cheese tray,O,12,0
576,1883,IAX,LAX,2022-09-24,60983,Zatar chicken,C,11,0
577,293,EWX,SEX,2022-09-25,61360,Brioche cheeseburger,B,1,0
578,2617,LAX,IAX,2022-09-30,58563,Tomato and kale baked eggwhite pastry with fire ro,E,1,0
579,2087,IAX,LAX,2022-09-30,60983,Zatar chicken,C,10,9
580,2371,PHX,ORX,2022-09-29,60987,Impossible Meatball Bowl,V,16,16
581,1784,SFX,AUX,2022-09-18,58019,Belgium waffle,WF,8,5
582,1923,IAX,INX,2022-09-23,60987,Impossible Meatball Bowl,V,8,0
583,210,IAX,BOX,2022-09-25,55573,Seared beef short rib,B,12,4
584,412,SFX,DEX,2022-09-27,58981,Scrambled eggs,O,10,8
585,1443,EWX,PDX,2022-09-28,60987,Impossible Meatball Bowl,V,6,0
586,265,SAX,DEX,2022-09-30,61530,Impossible Meatball Bowl,V,5,0
587,1904,GUX,IAX,2022-09-30,58110,Vegetarian entree,V,6,0
588,1840,IAX,SFX,2022-09-30,52133,Gluten-free Meal,GF,1,0
589,408,TPX,ORX,2022-09-25,61524,Scrambled eggs,O,6,0
590,1220,LAX,OGX,2022-09-26,54759,Seared beef short rib,B,8,8
591,1528,SEX,ORX,2022-09-27,60987,Impossible Meatball Bowl,V,8,5
592,1188,BOX,SFX,2022-09-18,60987,Impossible Meatball Bowl,V,7,0
593,1182,LAX,IAX,2022-09-04,58019,Belgium waffle,WF,10,5
594,1140,EWX,PBX,2022-09-07,58764,Mediterranean Falafel Bowl,V,1,1
595,2214,LAX,EWX,2022-09-01,58488,Tapas,O2,25,0
596,6369,IAX,JAX,2022-09-20,60985,Zatar chicken,C,7,0
597,257,IAX,BOX,2022-09-24,60983,Zatar chicken,C,11,0
598,407,DEX,LGX,2022-09-18,60987,Impossible Meatball Bowl,V,6,0
599,2464,ORX,MCX,2022-09-08,61360,Brioche cheeseburger,B,3,0
600,1106,EWX,MCX,2022-09-30,60983,Zatar chicken,C,8,0
601,2240,DEX,SFX,2022-09-21,61360,Brioche cheeseburger,B,2,0
602,1548,ORX,MEX,2022-09-21,61530,Impossible Meatball Bowl,V,5,0
603,5627,DEX,HSX,2022-09-28,57994,Classic selection cheese tray,O,5,5
604,2169,SNX,ORX,2022-09-01,60987,Impossible Meatball Bowl,V,6,3
605,764,DEX,ORX,2022-09-15,58019,Belgium waffle,WF,16,0
606,2121,IAX,SEX,2022-09-25,61360,Brioche cheeseburger,B,1,0
607,441,DEX,LAX,2022-09-30,60983,Zatar chicken,C,10,10
608,1153,DEX,MSX,2022-09-29,58981,Scrambled eggs,O,9,0
609,1556,IAX,SEX,2022-09-10,58981,Scrambled eggs,O,11,0
610,248,JAX,EWX,2022-09-13,61524,Scrambled eggs,O,6,6
611,471,MCX,SFX,2022-09-24,58019,Belgium waffle,WF,9,0
612,1516,SNX,EWX,2022-09-19,60983,Zatar chicken,C,7,6
613,1724,SFX,KOX,2022-09-25,53014,Thai chicken,C,11,0
614,1600,IAX,LAX,2022-09-29,60983,Zatar chicken,C,9,0
615,1220,LAX,OGX,2022-09-26,61360,Brioche cheeseburger,B,1,0
616,2204,EWX,LAX,2022-09-30,58488,Tapas,O2,50,0
617,1939,IAX,MSX,2022-09-02,60983,Zatar chicken,C,10,0
618,261,ABX,SFX,2022-09-04,61530,Impossible Meatball Bowl,V,5,3
619,1878,IAX,LAX,2022-09-04,60987,Impossible Meatball Bowl,V,22,10
620,2615,LAX,EWX,2022-09-08,58488,Tapas,O2,22,22
621,1066,EWX,MEX,2022-09-11,58764,Mediterranean Falafel Bowl,V,1,0
622,2181,DEX,SFX,2022-09-12,58981,Scrambled eggs,O,24,12
623,1197,CUX,ORX,2022-09-17,58110,Vegetarian entree,V,8,7
624,1229,IAX,DEX,2022-09-18,58981,Scrambled eggs,O,14,7
625,574,SFX,ABX,2022-09-23,58272,Horchata steel cut oatmeal,OM,1,0
626,475,MEX,ORX,2022-09-01,58110,Vegetarian entree,V,4,4
627,1944,SNX,IAX,2022-09-02,60987,Impossible Meatball Bowl,V,12,5
628,1204,IAX,AUX,2022-09-03,58019,Belgium waffle,WF,8,2
629,1780,EWX,RSX,2022-09-03,60987,Impossible Meatball Bowl,V,5,0
630,504,IAX,ORX,2022-09-04,60987,Impossible Meatball Bowl,V,7,0
631,2654,IAX,ORX,2022-09-05,58563,Tomato and kale baked egg,E,2,0
632,1060,MFX,DEX,2022-09-10,60987,Impossible Meatball Bowl,V,12,0
633,425,IAX,SFX,2022-09-02,53154,Vegetarian entree,VG,1,1
634,1253,RSX,EWX,2022-09-02,60987,Impossible Meatball Bowl,V,5,0
635,2252,EWX,MEX,2022-09-02,60983,Zatar chicken,C,7,6
636,675,EWX,SEX,2022-09-08,58764,Mediterranean Falafel Bowl,V,1,0
637,459,PBX,EWX,2022-09-11,58981,Scrambled eggs,O,8,0
638,1558,ORX,AUX,2022-09-01,58019,Belgium waffle,WF,10,7
639,1852,PDX,IAX,2022-09-03,60983,Zatar chicken,C,12,12
640,491,ORX,LAX,2022-09-04,58764,Mediterranean Falafel Bowl,V,3,0
641,2357,SFX,AUX,2022-09-05,60983,Zatar chicken,C,16,6
642,2634,IAX,PDX,2022-09-10,58019,Belgium waffle,WF,16,14
643,1500,EWX,LAX,2022-09-11,15594,Vegetarian entree,VG,1,1
644,781,IAX,LAX,2022-09-12,60983,Zatar chicken,C,14,0
645,609,LAX,YVX,2022-09-03,60987,Impossible Meatball Bowl,V,2,0
646,166,GUX,FUX,2022-09-01,55785,Mushroom omelette,E,1,6
647,2484,ORX,PDX,2022-09-02,58981,Scrambled eggs,O,4,4
648,1246,EWX,MSX,2022-09-06,58764,Mediterranean Falafel Bowl,V,1,0
649,413,SFX,MEX,2022-09-06,61529,Zatar chicken,C,5,5
650,1549,IAX,DEX,2022-09-08,60987,Impossible Meatball Bowl,V,10,4
651,379,IAX,GDX,2022-09-10,60983,Zatar chicken,C,6,4
652,1535,LAX,EWX,2022-09-14,58019,Belgium waffle,WF,8,6
653,2385,LAX,IAX,2022-09-16,53106,ASIAN VEGETARIAN MEAL,AV,1,0
654,1170,ORX,COX,2022-09-18,58574,Belgium waffle,WF,5,3
655,2196,ORX,IAX,2022-09-19,61360,Brioche cheeseburger,B,2,2
656,1452,DEX,MCX,2022-09-20,58766,Gingerbread French Toast,FT,1,1
657,776,DEX,MCX,2022-09-21,58019,Belgium waffle,WF,16,8
658,2043,PHX,ORX,2022-09-21,58019,Belgium waffle,WF,20,14
659,2166,EWX,IAX,2022-09-01,58019,Belgium waffle,WF,16,0
660,2313,DEX,ORX,2022-09-01,60987,Impossible Meatball Bowl,V,7,0
661,1515,EWX,PUX,2022-09-03,58563,Tomato and kale baked egg,E,2,0
662,1537,EWX,TPX,2022-09-03,61530,Impossible Meatball Bowl,V,4,3
663,1836,DEX,YYX,2022-09-04,58764,Mediterranean Falafel Bowl,V,1,0
664,2136,EWX,MCX,2022-09-04,58563,Tomato and kale baked egg,E,2,0
665,1588,IAX,RSX,2022-09-05,60983,Zatar chicken,C,9,8
666,2033,SFX,TPX,2022-09-04,58019,Belgium waffle,WF,10,4
667,479,SAX,ORX,2022-09-05,60987,Impossible Meatball Bowl,V,16,0
668,2128,DEX,ATX,2022-09-06,58764,Mediterranean Falafel Bowl,V,2,0
669,523,SFX,JFX,2022-09-07,53014,Thai chicken,C,11,0
670,465,DEX,BUX,2022-09-08,58764,Mediterranean Falafel Bowl,V,4,0
671,413,SFX,MEX,2022-09-10,61529,Zatar chicken,C,8,7
672,1768,DEX,DCX,2022-09-11,58981,Scrambled eggs,O,6,6
673,2383,IAX,PHX,2022-09-12,60987,Impossible Meatball Bowl,V,6,3
674,1440,IAX,SJX,2022-09-12,60983,Zatar chicken,C,20,16
675,437,SFX,BWX,2022-09-29,60987,Impossible Meatball Bowl,V,6,0
676,1033,EWX,TPX,2022-09-30,61529,Zatar chicken,C,7,0
677,2457,LAX,EWX,2022-09-13,57431,Gluten-free Meal,GF,1,0
678,2390,ORX,RSX,2022-09-15,61360,Brioche cheeseburger,B,16,16
679,1729,SFX,CLX,2022-09-16,60987,Impossible Meatball Bowl,V,3,2
680,1055,EWX,CUX,2022-09-18,58766,Gingerbread French Toast,FT,2,0
681,1601,ORX,LAX,2022-09-19,61360,Brioche cheeseburger,B,2,1
682,1222,HNX,LAX,2022-09-20,57484,Tomato and kale baked egg,E,10,0
683,421,IAX,PUX,2022-09-24,61360,Brioche cheeseburger,B,2,0
684,2154,DEX,SNX,2022-09-24,61360,Brioche cheeseburger,B,4,0
685,1802,DEX,LAX,2022-09-24,60987,Impossible Meatball Bowl,V,6,2
686,2304,IAX,SAX,2022-09-25,61360,Brioche cheeseburger,B,4,2
687,1634,IAX,ORX,2022-09-26,60983,Zatar chicken,C,10,0
688,2381,ORX,DEX,2022-09-27,60983,Zatar chicken,C,10,0
689,1765,SFX,IAX,2022-09-27,58272,Horchata steel cut oatmeal,OM,2,2
